Player,Nation,Pos,Squad,Comp,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,SCA_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,GCA Types_OG,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Vs Dribbles_Tkl,Vs Dribbles_Att,Vs Dribbles_Tkl%,Vs Dribbles_Past,Pressures_Press,Pressures_Succ,Pressures_%,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_ShSv,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Receiving_Prog,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Ola Aina,ng NGA,DF,Fulham,eng Premier League,24-130,18.7,1,10,1,10.0,0.53,0.05,0.10,1.00,31.0,1,0,0,0.4,0.4,0.04,+0.6,+0.6,782,1013,77.2,15293,6132,308,339,90.9,350,416,84.1,114,226,50.4,1,0.3,+0.7,8,66,11,6,69,860,153,17,0,74,24,33,0,0,0,0,581,150,282,115,686,64,136,4,782,0,13,21,25,14,13,1,0,0,0,0,3,3,0,0,0,0,0,0,32,15,19,9,4,9,24,37.5,15,145,35,24.1,75,55,15,29,5,0,24,28,60,78,0,1200,78,451,604,213,6,1057,6,12,50.0,7,1,654,3339,1832,68,25,2,9,8,759,724,95.4,16,2,0,0,16,15,1,33,28,15,0,0,0,156,21,25,45.7
Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,27-098,23.0,2,7,3,42.9,0.30,0.13,0.29,0.67,10.1,0,0,0,0.5,0.5,0.07,+1.5,+1.5,568,782,72.6,12345,5271,164,193,85.0,297,368,80.7,106,211,50.2,0,0.1,-0.1,2,51,3,0,49,733,49,11,1,93,23,5,0,0,0,0,473,85,224,41,604,57,38,2,568,4,24,27,11,8,6,0,1,1,0,0,2,1,0,0,1,0,0,0,47,31,36,9,2,13,26,50.0,13,262,106,40.5,174,75,13,43,24,1,19,26,73,107,1,1014,174,554,445,62,23,966,9,12,75.0,9,1,496,2747,1470,25,8,0,6,9,560,516,92.1,5,3,0,0,21,3,0,5,26,31,0,1,0,216,63,32,66.3
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,26-356,21.7,10,45,19,42.2,2.08,0.88,0.16,0.37,14.8,0,3,4,11.8,8.7,0.19,-1.8,-1.7,404,560,72.1,6965,1418,204,265,77.0,134,184,72.8,45,66,68.2,4,3.0,+1.0,24,34,14,6,41,514,46,0,1,167,30,23,0,0,0,0,276,165,119,295,115,56,5,14,404,1,14,9,22,44,34,0,1,6,3,0,7,4,0,1,0,2,0,0,21,11,1,14,6,1,18,5.6,17,225,54,24.0,17,101,107,10,4,0,6,6,27,24,0,759,28,76,406,314,105,711,10,17,58.8,10,0,396,1806,929,52,14,15,47,21,944,564,59.7,156,4,0,0,21,33,10,23,6,11,1,0,0,74,87,64,57.6
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25-211,18.4,2,11,4,36.4,0.60,0.22,0.18,0.50,12.6,0,0,0,1.5,1.5,0.14,+0.5,+0.5,1498,1611,93.0,30915,9858,480,505,95.0,795,824,96.5,214,260,82.3,0,0.1,-0.1,2,118,3,0,114,1569,42,29,1,112,46,0,0,0,0,0,1387,105,119,361,1163,53,13,3,1498,4,13,16,10,12,8,1,0,1,1,1,0,0,0,0,0,0,0,0,35,23,19,12,4,9,20,45.0,11,186,75,40.3,87,83,16,28,6,0,22,27,62,71,1,1786,165,801,1053,79,19,1745,11,12,91.7,11,0,1298,7753,4244,115,12,2,1,4,1401,1375,98.1,4,4,0,0,19,12,0,0,27,23,1,1,0,191,35,28,55.6
Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27-340,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,107,170,62.9,1897,923,51,61,83.6,45,71,63.4,9,32,28.1,0,0.0,0.0,0,5,2,2,5,113,57,3,0,24,4,9,0,0,0,0,58,51,61,2,93,12,54,1,107,1,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,13,1,0,8,13,61.5,5,56,17,30.4,41,13,2,15,3,0,12,5,19,21,2,226,31,105,95,32,0,169,1,1,100.0,1,0,61,419,182,9,2,0,1,4,65,59,90.8,4,2,1,1,5,1,0,9,5,9,0,0,0,51,11,4,73.3
Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,20-041,1.6,0,4,0,0.0,2.47,0.00,0.00,,11.1,0,0,0,1.1,1.1,0.27,-1.1,-1.1,28,35,80.0,414,125,17,19,89.5,7,9,77.8,3,5,60.0,0,0.0,0.0,0,2,0,0,3,33,2,0,0,11,0,1,0,0,0,0,21,6,8,3,24,3,0,1,28,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,,0,29,2,6.9,4,9,16,2,0,0,2,1,4,3,0,65,1,10,27,29,8,63,4,7,57.1,5,0,41,205,119,6,0,2,3,8,99,47,47.5,16,0,0,0,6,5,0,1,1,0,0,0,0,7,4,6,40.0
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25-363,5.2,1,1,1,100.0,0.19,0.19,1.00,1.00,7.0,0,0,0,0.1,0.1,0.07,+0.9,+0.9,429,461,93.1,7845,2158,177,185,95.7,214,226,94.7,36,44,81.8,0,0.0,0.0,1,36,0,0,23,441,20,10,0,28,3,0,0,0,0,0,393,25,43,353,61,16,10,2,429,0,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,1,2,2,100.0,0,29,11,37.9,9,14,6,4,1,0,3,3,8,14,0,492,16,110,362,47,4,472,0,0,,0,0,361,1668,936,42,9,0,1,2,396,388,98.0,3,3,0,0,3,2,0,0,3,2,0,0,0,56,23,9,71.9
Paul Akouokou,ci CIV,MF,Betis,es La Liga,23-057,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,167,182,91.8,3227,592,58,63,92.1,83,86,96.5,22,28,78.6,0,0.4,-0.4,2,13,1,1,6,181,1,1,0,20,3,2,0,0,0,0,149,16,17,21,150,5,0,1,167,0,1,3,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,12,8,3,9,0,2,5,40.0,3,74,20,27.0,17,52,5,6,1,0,5,6,18,6,0,213,13,55,150,23,0,212,3,4,75.0,3,2,145,801,349,10,1,0,1,4,152,144,94.7,2,5,1,1,11,1,0,2,6,8,0,0,0,36,8,8,50.0
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28-127,7.4,0,6,0,0.0,0.82,0.00,0.00,,16.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,185,230,80.4,3240,662,96,112,85.7,66,79,83.5,20,25,80.0,1,0.9,+0.1,11,14,8,0,23,226,4,2,2,33,4,1,0,0,0,0,171,34,25,42,176,7,0,2,185,1,7,6,11,17,12,0,1,0,1,3,1,1,0,0,0,0,0,0,30,19,10,19,1,6,16,37.5,10,222,72,32.4,60,115,47,18,4,0,14,14,44,8,0,329,13,79,184,93,16,325,17,21,81.0,17,4,229,1152,513,23,7,2,12,11,239,182,76.2,30,7,0,0,24,7,0,1,14,19,0,0,0,68,5,4,55.6
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25-302,10.5,0,1,1,100.0,0.10,0.10,0.00,0.00,31.1,0,0,0,0.0,0.0,0.01,0.0,0.0,424,525,80.8,8693,2996,124,144,86.1,235,258,91.1,60,109,55.0,0,0.4,-0.4,2,20,1,0,32,475,50,27,0,50,9,6,0,0,0,0,390,41,94,72,400,20,23,0,424,1,19,6,6,5,4,1,0,0,0,0,1,1,0,0,0,0,0,0,20,9,12,7,1,8,10,80.0,2,147,50,34.0,67,70,10,30,13,2,17,8,28,34,0,626,68,293,336,39,7,582,5,9,55.6,6,1,399,2008,1139,28,6,2,5,1,410,396,96.6,6,1,0,0,12,11,0,6,8,9,0,0,0,87,17,17,50.0
David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,28-236,18.1,2,9,2,22.2,0.50,0.11,0.22,1.00,27.0,2,0,0,0.3,0.3,0.04,+1.7,+1.7,1233,1447,85.2,26051,8438,378,416,90.9,653,713,91.6,196,292,67.1,0,0.4,-0.4,10,153,18,2,116,1381,66,36,3,81,31,18,1,0,1,0,1112,101,234,1196,167,45,29,2,1233,9,15,18,20,22,19,1,0,2,0,0,2,1,1,0,0,0,0,0,16,12,8,8,0,2,18,11.1,16,172,68,39.5,74,80,18,27,11,0,16,20,36,60,1,1593,101,609,942,177,13,1527,6,6,100.0,6,1,1156,7905,4113,132,19,2,12,6,1229,1196,97.3,20,1,0,0,13,8,0,18,20,12,0,0,0,197,18,14,56.3
Sofiane Alakouch,fr FRA,DF,Nîmes,fr Ligue 1,22-201,9.1,0,1,0,0.0,0.11,0.00,0.00,,16.3,0,0,0,0.0,0.0,0.03,0.0,0.0,359,432,83.1,6136,2426,172,189,91.0,151,172,87.8,29,52,55.8,2,1.1,+0.9,4,27,3,0,30,353,79,6,0,32,8,7,0,0,0,0,274,93,65,30,319,9,72,0,359,1,8,13,11,10,7,1,0,0,2,0,3,2,0,0,0,1,0,0,29,19,17,6,6,18,26,69.2,8,119,45,37.8,74,28,17,15,1,0,14,19,48,18,0,538,24,193,258,111,7,459,10,18,55.6,11,0,318,1394,858,29,6,2,4,8,318,295,92.8,14,2,0,0,12,16,1,7,19,19,1,1,0,72,3,5,37.5
Jony Álamo,es ESP,MF,Elche,es La Liga,19-143,0.8,0,1,0,0.0,1.23,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,14,16,87.5,289,41,3,3,100.0,8,9,88.9,2,2,100.0,0,0.0,0.0,0,1,0,0,0,16,0,0,0,2,0,0,0,0,0,0,15,1,0,2,14,0,0,0,14,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,9,4,44.4,3,5,1,1,0,0,1,0,1,1,0,25,1,12,11,3,1,25,1,1,100.0,1,0,19,97,35,1,0,0,0,2,13,13,100.0,1,0,0,0,0,2,0,0,0,1,0,0,0,7,0,1,0.0
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28-130,9.9,9,29,14,48.3,2.94,1.42,0.24,0.50,13.0,0,2,2,5.1,3.7,0.13,+3.9,+3.3,156,209,74.6,2255,210,90,115,78.3,44,59,74.6,12,17,70.6,1,0.3,+0.7,7,6,2,0,4,197,12,1,0,56,1,0,0,0,0,0,120,54,35,24,145,14,0,11,156,0,1,6,7,17,13,0,1,1,2,0,1,0,0,0,1,0,0,0,6,4,3,1,2,1,3,33.3,2,93,31,33.3,3,30,60,4,1,0,3,3,9,7,0,320,8,29,144,163,50,307,10,13,76.9,11,0,212,639,132,7,3,2,30,13,453,251,55.4,96,2,0,0,14,15,12,0,3,4,0,0,0,31,24,52,31.6
Jordi Alba,es ESP,DF,Barcelona,es La Liga,31-331,18.3,1,13,7,53.8,0.71,0.38,0.08,0.14,23.3,1,0,0,0.7,0.7,0.05,+0.3,+0.3,1382,1617,85.5,21947,7015,759,818,92.8,507,594,85.4,94,142,66.2,3,4.3,-1.3,30,83,37,7,119,1477,140,15,3,96,25,61,2,0,0,0,1219,259,139,1253,213,20,123,6,1382,2,15,21,55,48,47,1,0,0,0,0,6,6,0,0,0,0,0,0,21,11,10,9,2,15,38,39.5,23,160,50,31.3,54,78,28,44,3,0,41,18,39,27,0,1766,53,396,751,717,72,1628,7,16,43.8,9,1,1171,4765,2514,111,28,10,10,8,1404,1320,94.0,116,7,0,0,11,8,4,61,18,11,0,0,1,182,3,6,33.3
Luis Alberto,es ESP,MF,Lazio,it Serie A,28-140,16.4,6,38,16,42.1,2.31,0.97,0.16,0.38,20.8,3,0,0,3.2,3.0,0.08,+2.8,+3.0,746,978,76.3,13955,5443,329,374,88.0,290,361,80.3,110,209,52.6,0,4.0,-4.0,41,127,46,3,139,830,148,41,8,163,40,18,72,38,17,9,694,107,177,45,903,9,13,5,746,6,14,21,23,69,50,15,3,0,1,0,1,0,0,1,0,0,0,0,27,20,9,14,4,9,40,22.5,31,286,78,27.3,67,148,71,23,1,0,22,8,35,6,0,1168,9,167,642,499,27,1026,33,55,60.0,38,5,821,5219,3509,166,70,5,27,34,927,816,88.0,68,3,0,0,11,22,2,18,8,20,0,0,0,138,3,6,33.3
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35-164,22.8,0,6,1,16.7,0.26,0.04,0.00,0.00,13.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,1180,1334,88.5,28282,8067,246,266,92.5,633,680,93.1,299,377,79.3,0,0.1,-0.1,2,52,2,0,63,1283,51,48,0,114,52,2,0,0,0,0,1043,91,200,185,1066,52,3,2,1180,0,19,9,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,4,0,6,12,50.0,6,118,41,34.7,55,60,3,25,12,1,13,14,27,109,1,1507,230,876,726,29,8,1458,5,7,71.4,5,0,1014,6872,4359,75,8,0,5,2,1101,1093,99.3,3,3,0,0,8,12,1,2,14,8,0,1,0,197,42,34,55.3
Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,31-089,12.4,0,14,6,42.9,1.13,0.48,0.00,0.00,21.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9,359,533,67.4,6181,2542,185,225,82.2,123,157,78.3,38,100,38.0,2,2.6,-0.6,18,33,25,11,52,494,39,6,6,97,15,51,9,0,1,1,316,108,109,46,432,18,24,6,359,6,9,14,47,41,31,0,4,1,2,3,6,5,0,0,1,0,0,0,26,20,10,9,7,12,31,38.7,19,207,85,41.1,66,82,59,22,2,1,20,17,43,17,0,682,29,151,289,292,25,644,24,44,54.5,25,2,456,2272,1209,54,16,4,14,27,569,440,77.3,42,2,0,0,6,19,4,51,17,20,0,0,0,116,10,23,30.3
Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27-169,10.8,5,25,11,44.0,2.31,1.02,0.16,0.36,13.8,3,1,2,5.7,4.2,0.18,-0.7,-0.2,115,162,71.0,1731,288,72,92,78.3,22,38,57.9,13,17,76.5,3,2.1,+0.9,10,2,4,0,5,141,21,0,4,24,4,3,0,0,0,0,101,37,24,18,125,10,1,2,115,2,3,6,5,17,13,0,1,2,1,0,7,4,0,1,2,0,0,0,4,3,1,1,2,1,5,20.0,4,84,28,33.3,4,36,44,8,0,0,8,4,8,1,0,236,5,13,115,115,47,210,4,7,57.1,4,0,135,475,189,14,5,4,14,8,338,161,47.6,67,0,0,0,5,6,13,3,4,3,0,0,0,25,6,25,19.4
Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31-333,7.0,0,1,0,0.0,0.14,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,146,193,75.6,3838,1107,26,30,86.7,76,81,93.8,44,80,55.0,0,0.0,0.0,0,11,0,0,9,181,12,12,0,16,16,0,0,0,0,0,117,12,64,9,162,15,0,1,146,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,0,4,4,100.0,0,34,9,26.5,26,7,1,17,8,0,9,13,19,44,0,272,48,164,130,2,2,260,0,0,,0,0,116,785,448,5,0,0,0,0,146,136,93.2,0,2,0,0,9,5,1,0,13,6,0,0,1,36,15,13,53.6
Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29-310,9.1,0,12,1,8.3,1.32,0.11,0.00,0.00,22.2,1,0,0,0.4,0.4,0.03,-0.4,-0.4,705,792,89.0,14933,3675,243,267,91.0,315,334,94.3,137,172,79.7,0,0.8,-0.8,12,90,11,1,87,768,24,19,1,86,39,3,0,0,0,0,567,88,137,42,708,27,3,0,705,2,9,11,12,26,21,2,1,2,0,0,0,0,0,0,0,0,0,0,24,16,10,10,4,9,22,40.9,13,165,56,33.9,36,98,31,11,0,0,11,14,38,8,0,890,14,139,576,236,6,869,14,22,63.6,14,0,633,2588,1365,65,31,2,10,4,703,670,95.3,21,3,0,0,27,10,0,3,14,16,0,1,0,125,15,14,51.7
Rubén Alcaraz,es ESP,"MF,DF",Valladolid,es La Liga,29-290,13.3,1,16,1,6.3,1.20,0.08,0.06,1.00,24.2,2,0,0,1.1,1.1,0.07,-0.1,-0.1,553,662,83.5,12020,2917,192,216,88.9,240,267,89.9,116,162,71.6,0,0.5,-0.5,6,65,5,0,41,637,25,21,1,87,47,2,1,1,0,0,437,63,162,102,511,24,3,4,553,3,19,11,13,14,14,0,0,0,0,0,1,1,0,0,0,0,0,0,40,23,24,16,0,11,40,27.5,29,273,83,30.4,121,130,22,25,4,0,21,11,51,21,1,799,33,210,521,122,15,776,9,14,64.3,11,1,509,2605,1271,46,14,1,4,10,545,510,93.6,5,5,0,0,26,16,0,2,11,23,0,0,0,149,28,36,43.8
Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,24-051,11.3,0,7,2,28.6,0.62,0.18,0.00,0.00,13.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,568,698,81.4,14166,5613,85,106,80.2,316,346,91.3,163,237,68.8,0,0.1,-0.1,2,36,2,0,48,679,19,19,0,49,17,1,0,0,0,0,497,37,164,616,40,29,0,2,568,4,7,13,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,11,6,0,2,12,16.7,10,109,40,36.7,64,43,2,15,8,0,7,12,29,76,2,836,104,542,339,20,9,818,13,17,76.5,13,1,562,3180,1834,26,5,0,4,1,591,575,97.3,2,1,0,0,18,4,0,1,12,10,0,0,0,113,28,25,52.8
Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31-350,13.9,1,6,2,33.3,0.43,0.14,0.17,0.50,8.1,0,0,0,0.4,0.4,0.07,+0.6,+0.6,541,670,80.7,12608,3626,135,149,90.6,276,300,92.0,128,211,60.7,0,0.2,-0.2,3,45,4,1,31,645,25,24,2,42,15,1,0,0,0,0,426,62,182,134,472,48,1,3,541,0,13,8,6,11,8,0,0,3,0,0,3,3,0,0,0,0,0,0,25,11,15,10,0,10,16,62.5,6,118,37,31.4,72,44,2,31,19,1,12,1,26,91,0,823,161,464,383,23,7,798,2,2,100.0,2,0,455,2507,1299,35,3,0,1,1,523,515,98.5,2,2,0,0,11,2,0,1,1,11,0,0,1,128,31,25,55.4
Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,26-005,3.3,1,7,3,42.9,2.11,0.91,0.14,0.33,17.9,0,0,0,0.7,0.7,0.10,+0.3,+0.3,38,69,55.1,619,253,23,34,67.6,12,19,63.2,3,11,27.3,0,0.2,-0.2,2,3,4,1,7,65,4,0,1,14,3,11,0,0,0,0,39,16,14,6,52,2,3,0,38,0,2,0,9,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1,12,8.3,11,99,15,15.2,31,41,27,8,0,0,8,0,5,4,0,133,6,24,47,75,12,129,5,7,71.4,5,0,82,659,409,19,6,0,12,8,124,80,64.5,26,2,0,0,12,12,2,11,0,2,0,0,0,21,8,5,61.5
Carles Aleñá,es ESP,MF,Barcelona,es La Liga,23-041,0.5,0,1,0,0.0,1.87,0.00,0.00,,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,38,42,90.5,725,166,14,17,82.4,14,15,93.3,8,8,100.0,0,0.0,0.0,0,2,0,0,6,42,0,0,0,6,2,0,0,0,0,0,36,3,3,36,4,0,0,0,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14,1,7.1,5,8,1,0,0,0,0,0,0,0,0,46,2,12,26,8,1,46,0,1,0.0,1,0,38,142,80,1,0,0,0,2,50,43,86.0,1,1,0,0,4,0,0,0,0,0,0,0,0,3,2,0,100.0
Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25-363,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,7,11,63.6,126,51,2,2,100.0,5,5,100.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0,8,3,2,0,1,0,0,0,0,0,0,7,1,3,1,8,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,13,11,12,1,0,0,10,0,0,,0,0,8,37,30,0,0,0,0,0,6,6,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22-131,20.5,1,30,6,20.0,1.46,0.29,0.03,0.17,24.9,10,0,0,1.6,1.6,0.05,-0.6,-0.6,1396,1831,76.2,30177,11830,488,552,88.4,625,748,83.6,269,477,56.4,3,3.1,-0.1,30,144,61,13,178,1540,291,37,5,123,98,109,57,11,28,4,1043,319,469,196,1391,39,197,5,1396,6,23,28,62,60,39,16,2,3,0,0,6,6,0,0,0,0,0,0,40,24,19,15,6,26,44,59.1,18,192,67,34.9,63,73,56,23,2,0,21,14,54,35,1,1997,40,439,941,720,47,1702,19,36,52.8,21,3,1265,5068,3072,126,43,13,8,9,1428,1344,94.1,63,1,0,0,11,5,2,109,14,24,0,0,0,221,4,18,18.2
Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,17-027,2.1,0,2,0,0.0,0.97,0.00,0.00,,12.0,0,0,0,0.4,0.4,0.21,-0.4,-0.4,41,62,66.1,622,225,24,32,75.0,11,19,57.9,4,7,57.1,0,0.1,-0.1,1,3,2,2,3,61,1,0,0,11,0,4,0,0,0,0,48,6,8,43,10,2,0,4,41,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,7,0,1,4,25.0,3,64,26,40.6,2,39,23,9,1,0,8,3,12,0,0,112,1,13,50,60,10,111,3,8,37.5,3,0,82,383,287,17,8,1,13,9,120,77,64.2,20,1,0,0,4,4,0,4,3,8,0,0,0,12,3,5,37.5
Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,29-003,15.6,2,14,5,35.7,0.90,0.32,0.14,0.40,19.2,0,0,0,1.0,1.0,0.07,+1.0,+1.0,810,979,82.7,13098,4246,421,463,90.9,327,376,87.0,52,101,51.5,0,1.5,-1.5,15,58,17,7,60,861,118,16,1,99,12,35,0,0,0,0,662,198,119,732,77,50,102,0,810,3,9,17,33,31,28,1,0,0,2,0,0,0,0,0,0,0,0,0,44,22,15,23,6,11,36,30.6,25,282,83,29.4,122,118,42,25,5,0,20,14,58,30,0,1138,40,312,574,340,31,1025,10,13,76.9,10,4,675,3661,2368,86,31,3,14,11,839,749,89.3,53,3,0,0,24,23,4,35,14,22,0,1,0,145,23,30,43.4
Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28-242,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,6,83.3,59,12,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,3,2,1,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,1,0,0,1,0,0,0,0,12,0,2,6,4,1,12,1,1,100.0,1,0,7,4,2,0,0,0,3,2,9,8,88.9,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,28-136,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,571,670,85.2,15073,7843,90,90,100.0,308,314,98.1,171,263,65.0,0,0.0,0.0,0,4,0,0,0,523,147,48,0,45,21,0,0,0,0,0,481,36,153,59,496,1,0,96,571,2,10,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,1,4,717,544,715,4,0,0,570,1,1,100.0,1,0,371,1290,684,0,0,0,0,0,375,373,99.5,0,1,0,0,1,1,0,0,0,0,0,1,0,109,0,1,0.0
Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,27-085,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,96,130,73.8,2566,1323,17,17,100.0,49,49,100.0,29,63,46.0,0,0.0,0.0,0,1,0,0,0,95,35,7,0,7,3,0,0,0,0,0,71,3,56,8,100,0,1,20,96,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,141,123,141,0,0,0,106,2,2,100.0,2,0,75,254,99,0,0,0,0,0,69,69,100.0,0,2,0,0,2,1,0,0,0,0,0,1,0,21,0,0,
Allan,br BRA,MF,Everton,eng Premier League,30-038,11.4,0,4,1,25.0,0.35,0.09,0.00,0.00,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,467,538,86.8,8789,1888,197,215,91.6,187,209,89.5,71,93,76.3,0,0.3,-0.3,7,40,7,0,26,516,22,15,0,58,9,2,0,0,0,0,389,84,65,60,457,16,2,3,467,0,6,11,7,17,12,0,3,1,1,0,1,1,0,0,0,0,0,0,36,24,16,18,2,12,44,27.3,32,309,89,28.8,136,154,19,23,6,0,17,7,43,13,0,654,32,195,426,84,1,633,17,22,77.3,17,1,426,2458,1469,49,17,1,7,13,441,422,95.7,9,4,0,0,21,18,0,2,7,24,0,0,0,121,0,5,0.0
